DATA LENGTH(steps) :
1823
STEP LENGTH(sec) :
0.010000

PCz,         PEL_Q0,      PEL_Qx,      PEL_Qy,      PEL_Qz,      WST,         RSP,         RSR,         RSY,         REP,         REY,         LSP,         LSR,         LSY,         LEP,         LEY
0.621000     0.999944     -0.009498    -0.004616    -0.000816    -0.067830    -0.121267    -0.574518    0.562982     -1.230768    0.154745     -0.146449    0.390832     -0.624262    -0.775993    -0.192489   
0.621000     0.999944     -0.009515    -0.004628    -0.000969    -0.067758    -0.104079    -0.567735    0.568657     -1.215096    0.156542     -0.127648    0.388188     -0.628576    -0.757580    -0.187068   
0.621000     0.999943     -0.009529    -0.004620    -0.001125    -0.067617    -0.087329    -0.561154    0.574294     -1.199546    0.158213     -0.109157    0.385651     -0.632718    -0.740092    -0.181673   
0.621000     0.999943     -0.009540    -0.004593    -0.001283    -0.067404    -0.071009    -0.554770    0.579872     -1.184120    0.159707     -0.090979    0.383217     -0.636615    -0.723563    -0.176268   
0.621000     0.999943     -0.009549    -0.004548    -0.001440    -0.067121    -0.055114    -0.548577    0.585375     -1.168812    0.160988     -0.073114    0.380885     -0.640194    -0.708012    -0.170823   
0.621000     0.999943     -0.009554    -0.004484    -0.001597    -0.066763    -0.039635    -0.542569    0.590785     -1.153624    0.162023     -0.055568    0.378652     -0.643387    -0.693447    -0.165317   
0.621000     0.999943     -0.009555    -0.004403    -0.001749    -0.066334    -0.024573    -0.536737    0.596092     -1.138550    0.162796     -0.038347    0.376513     -0.646135    -0.679857    -0.159738   
0.621000     0.999943     -0.009552    -0.004305    -0.001896    -0.065831    -0.009925    -0.531075    0.601288     -1.123583    0.163300     -0.021459    0.374463     -0.648382    -0.667223    -0.154089   
0.621000     0.999944     -0.009546    -0.004191    -0.002037    -0.065257    0.004310     -0.525574    0.606363     -1.108722    0.163533     -0.004913    0.372496     -0.650083    -0.655514    -0.148385   
0.621000     0.999944     -0.009537    -0.004062    -0.002170    -0.064610    0.018133     -0.520228    0.611312     -1.093963    0.163502     0.011277     0.370608     -0.651210    -0.644689    -0.142651   
0.621000     0.999944     -0.009522    -0.003920    -0.002293    -0.063893    0.031542     -0.515029    0.616131     -1.079304    0.163221     0.027100     0.368796     -0.651739    -0.634705    -0.136921   
0.621000     0.999945     -0.009504    -0.003763    -0.002405    -0.063108    0.044539     -0.509970    0.620815     -1.064752    0.162693     0.042538     0.367056     -0.651659    -0.625513    -0.131233   
0.621000     0.999945     -0.009482    -0.003595    -0.002504    -0.062256    0.057122     -0.505045    0.625363     -1.050308    0.161932     0.057576     0.365388     -0.650977    -0.617061    -0.125628   
0.621000     0.999946     -0.009455    -0.003414    -0.002590    -0.061340    0.069295     -0.500246    0.629771     -1.035983    0.160937     0.072197     0.363793     -0.649705    -0.609297    -0.120147   
0.621000     0.999947     -0.009424    -0.003224    -0.002661    -0.060363    0.081062     -0.495570    0.634035     -1.021793    0.159708     0.086381     0.362274     -0.647873    -0.602168    -0.114823   
0.621000     0.999948     -0.009388    -0.003023    -0.002716    -0.059327    0.092423     -0.491009    0.638154     -1.007751    0.158244     0.100111     0.360833     -0.645515    -0.595624    -0.109689   
0.621000     0.999949     -0.009347    -0.002814    -0.002754    -0.058234    0.103388     -0.486560    0.642121     -0.993878    0.156530     0.113366     0.359476     -0.642676    -0.589614    -0.104772   
0.621000     0.999950     -0.009302    -0.002598    -0.002776    -0.057090    0.113962     -0.482218    0.645934     -0.980194    0.154557     0.126128     0.358209     -0.639412    -0.584088    -0.100095   
0.621000     0.999951     -0.009252    -0.002375    -0.002780    -0.055897    0.124150     -0.477980    0.649591     -0.966720    0.152311     0.138378     0.357038     -0.635779    -0.579000    -0.095674   
0.621000     0.999952     -0.009196    -0.002146    -0.002766    -0.054660    0.133961     -0.473843    0.653085     -0.953483    0.149769     0.150100     0.355971     -0.631839    -0.574307    -0.091519   
0.621000     0.999953     -0.009137    -0.001914    -0.002734    -0.053383    0.143403     -0.469804    0.656414     -0.940506    0.146923     0.161275     0.355015     -0.627665    -0.569961    -0.087634   
0.621000     0.999954     -0.009073    -0.001678    -0.002683    -0.052069    0.152483     -0.465863    0.659579     -0.927816    0.143754     0.171890     0.354177     -0.623324    -0.565926    -0.084015   
0.621000     0.999955     -0.009003    -0.001440    -0.002615    -0.050725    0.161207     -0.462019    0.662577     -0.915439    0.140248     0.181930     0.353462     -0.618885    -0.562161    -0.080651   
0.621000     0.999956     -0.008929    -0.001201    -0.002530    -0.049353    0.169581     -0.458271    0.665406     -0.903403    0.136408     0.191382     0.352876     -0.614423    -0.558628    -0.077531   
0.621000     0.999957     -0.008851    -0.000963    -0.002427    -0.047959    0.177610     -0.454622    0.668070     -0.891735    0.132229     0.200238     0.352420     -0.610001    -0.555295    -0.074640   
0.621000     0.999959     -0.008769    -0.000726    -0.002308    -0.046548    0.185297     -0.451073    0.670569     -0.880463    0.127729     0.208489     0.352099     -0.605685    -0.552131    -0.071955   
0.621000     0.999960     -0.008683    -0.000491    -0.002173    -0.045124    0.192643     -0.447624    0.672907     -0.869612    0.122932     0.216128     0.351911     -0.601531    -0.549107    -0.069461   
0.621000     0.999961     -0.008592    -0.000260    -0.002024    -0.043692    0.199649     -0.444280    0.675086     -0.859209    0.117872     0.223153     0.351854     -0.597594    -0.546199    -0.067142   
0.621000     0.999962     -0.008499    -0.000034    -0.001861    -0.042256    0.206312     -0.441044    0.677113     -0.849280    0.112593     0.229562     0.351923     -0.593917    -0.543384    -0.064979   
0.621000     0.999963     -0.008402    0.000186     -0.001686    -0.040822    0.212629     -0.437918    0.678992     -0.839848    0.107147     0.235354     0.352112     -0.590538    -0.540643    -0.062962   
0.621000     0.999964     -0.008303    0.000399     -0.001500    -0.039395    0.218594     -0.434907    0.680731     -0.830934    0.101593     0.240531     0.352412     -0.587491    -0.537961    -0.061075   
0.621000     0.999965     -0.008201    0.000605     -0.001303    -0.037978    0.224202     -0.432013    0.682331     -0.822560    0.095991     0.245099     0.352814     -0.584797    -0.535329    -0.059316   
0.621000     0.999966     -0.008098    0.000801     -0.001099    -0.036577    0.229443     -0.429242    0.683802     -0.814744    0.090407     0.249059     0.353303     -0.582479    -0.532734    -0.057678   
0.621000     0.999967     -0.007993    0.000989     -0.000887    -0.035195    0.234310     -0.426594    0.685143     -0.807503    0.084900     0.252419     0.353868     -0.580550    -0.530178    -0.056156   
0.621000     0.999968     -0.007887    0.001166     -0.000670    -0.033837    0.238792     -0.424074    0.686356     -0.800853    0.079529     0.255185     0.354495     -0.579023    -0.527659    -0.054751   
0.621000     0.999969     -0.007780    0.001331     -0.000449    -0.032505    0.242876     -0.421684    0.687444     -0.794810    0.074348     0.257366     0.355167     -0.577906    -0.525182    -0.053460   
0.621000     0.999969     -0.007673    0.001486     -0.000226    -0.031205    0.246552     -0.419425    0.688403     -0.789389    0.069400     0.258971     0.355873     -0.577209    -0.522762    -0.052278   
0.621000     0.999970     -0.007566    0.001627     -0.000002    -0.029939    0.249807     -0.417301    0.689233     -0.784607    0.064718     0.260010     0.356596     -0.576937    -0.520413    -0.051201   
0.621000     0.999971     -0.007460    0.001757     0.000222     -0.028710    0.252630     -0.415312    0.689933     -0.780479    0.060325     0.260492     0.357323     -0.577096    -0.518155    -0.050218   
0.621000     0.999971     -0.007355    0.001872     0.000443     -0.027520    0.255007     -0.413461    0.690503     -0.777019    0.056235     0.260428     0.358042     -0.577697    -0.516016    -0.049317   
0.621000     0.999972     -0.007252    0.001975     0.000661     -0.026373    0.256927     -0.411750    0.690945     -0.774245    0.052451     0.259826     0.358740     -0.578744    -0.514023    -0.048481   
0.621000     0.999972     -0.007150    0.002064     0.000873     -0.025269    0.258377     -0.410181    0.691261     -0.772172    0.048967     0.258697     0.359408     -0.580247    -0.512211    -0.047686   
0.621000     0.999972     -0.007051    0.002139     0.001080     -0.024214    0.259346     -0.408757    0.691461     -0.770814    0.045768     0.257049     0.360037     -0.582212    -0.510618    -0.046902   
0.621000     0.999973     -0.006955    0.002200     0.001278     -0.023204    0.259823     -0.407478    0.691550     -0.770187    0.042830     0.254891     0.360618     -0.584650    -0.509280    -0.046089   
0.621000     0.999973     -0.006862    0.002247     0.001468     -0.022245    0.259795     -0.406348    0.691544     -0.770302    0.040124     0.252230     0.361148     -0.587568    -0.508241    -0.045201   
0.621000     0.999973     -0.006771    0.002280     0.001648     -0.021335    0.259251     -0.405370    0.691457     -0.771171    0.037610     0.249074     0.361622     -0.590972    -0.507541    -0.044187   
0.621000     0.999973     -0.006685    0.002299     0.001818     -0.020474    0.258178     -0.404544    0.691309     -0.772801    0.035236     0.245426     0.362040     -0.594865    -0.507218    -0.042991   
0.621000     0.999974     -0.006603    0.002306     0.001976     -0.019667    0.256561     -0.403874    0.691122     -0.775196    0.032949     0.241292     0.362399     -0.599243    -0.507312    -0.041557   
0.621000     0.999974     -0.006525    0.002298     0.002121     -0.018908    0.254384     -0.403361    0.690922     -0.778355    0.030687     0.236673     0.362703     -0.604103    -0.507857    -0.039826   
0.621000     0.999974     -0.006451    0.002279     0.002253     -0.018201    0.251634     -0.403007    0.690729     -0.782273    0.028381     0.231573     0.362952     -0.609426    -0.508888    -0.037742   
0.621000     0.999974     -0.006382    0.002246     0.002371     -0.017544    0.248290     -0.402811    0.690571     -0.786939    0.025964     0.225991     0.363151     -0.615187    -0.510435    -0.035251   
0.621000     0.999975     -0.006319    0.002202     0.002475     -0.016936    0.244336     -0.402775    0.690468     -0.792334    0.023363     0.219927     0.363305     -0.621355    -0.512519    -0.032302   
0.621000     0.999975     -0.006260    0.002146     0.002566     -0.016378    0.239751     -0.402896    0.690443     -0.798433    0.020503     0.213380     0.363418     -0.627886    -0.515162    -0.028853   
0.621000     0.999975     -0.006205    0.002079     0.002641     -0.015867    0.234515     -0.403173    0.690512     -0.805204    0.017310     0.206350     0.363497     -0.634728    -0.518379    -0.024868   
0.621000     0.999975     -0.006157    0.002002     0.002701     -0.015403    0.228608     -0.403604    0.690692     -0.812608    0.013707     0.198833     0.363548     -0.641825    -0.522174    -0.020317   
0.621000     0.999976     -0.006113    0.001915     0.002746     -0.014983    0.222012     -0.404182    0.690988     -0.820598    0.009617     0.190830     0.363579     -0.649104    -0.526554    -0.015186   
0.621000     0.999976     -0.006074    0.001819     0.002777     -0.014606    0.214707     -0.404904    0.691407     -0.829126    0.004966     0.182341     0.363596     -0.656494    -0.531513    -0.009455   
0.621000     0.999976     -0.006040    0.001714     0.002792     -0.014271    0.206678     -0.405763    0.691943     -0.838135    -0.000323    0.173367     0.363609     -0.663913    -0.537046    -0.003119   
0.621000     0.999977     -0.006012    0.001601     0.002793     -0.013974    0.197913     -0.406752    0.692588     -0.847566    -0.006323    0.163909     0.363626     -0.671282    -0.543138    0.003826    
0.621000     0.999977     -0.005989    0.001481     0.002780     -0.013715    0.188401     -0.407862    0.693327     -0.857357    -0.013099    0.153974     0.363655     -0.678512    -0.549773    0.011382    
0.621000     0.999977     -0.005970    0.001353     0.002752     -0.013490    0.178139     -0.409086    0.694135     -0.867446    -0.020711    0.143566     0.363705     -0.685522    -0.556929    0.019550    
0.621000     0.999978     -0.005956    0.001220     0.002711     -0.013297    0.167125     -0.410412    0.694984     -0.877770    -0.029209    0.132693     0.363787     -0.692230    -0.564584    0.028327    
0.621000     0.999978     -0.005947    0.001081     0.002657     -0.013134    0.155366     -0.411831    0.695839     -0.888267    -0.038629    0.121364     0.363911     -0.698559    -0.572711    0.037713    
0.621000     0.999979     -0.005942    0.000937     0.002589     -0.012997    0.142873     -0.413335    0.696662     -0.898877    -0.048988    0.109591     0.364086     -0.704439    -0.581282    0.047704    
0.621000     0.999979     -0.005940    0.000788     0.002510     -0.012884    0.129663     -0.414912    0.697407     -0.909542    -0.060289    0.097389     0.364324     -0.709803    -0.590271    0.058292    
0.621000     0.999979     -0.005943    0.000635     0.002418     -0.012792    0.115760     -0.416554    0.698028     -0.920209    -0.072509    0.084772     0.364635     -0.714599    -0.599644    0.069474    
0.621000     0.999980     -0.005950    0.000479     0.002316     -0.012718    0.101194     -0.418250    0.698472     -0.930827    -0.085605    0.071756     0.365032     -0.718782    -0.609373    0.081238    
0.621000     0.999980     -0.005960    0.000320     0.002203     -0.012659    0.086001     -0.419995    0.698691     -0.941350    -0.099519    0.058361     0.365524     -0.722315    -0.619427    0.093578    
0.621000     0.999980     -0.005971    0.000158     0.002079     -0.012611    0.070220     -0.421782    0.698633     -0.951736    -0.114174    0.044604     0.366122     -0.725172    -0.629775    0.106479    
0.621000     0.999980     -0.005987    -0.000006    0.001947     -0.012573    0.053895     -0.423603    0.698252     -0.961945    -0.129485    0.030509     0.366837     -0.727335    -0.640385    0.119932    
0.621000     0.999980     -0.006005    -0.000172    0.001805     -0.012540    0.037078     -0.425457    0.697497     -0.971946    -0.145358    0.016095     0.367678     -0.728800    -0.651227    0.133923    
0.621000     0.999980     -0.006025    -0.000339    0.001655     -0.012511    0.019817     -0.427339    0.696332     -0.981708    -0.161701    0.001384     0.368653     -0.729562    -0.662265    0.148437    
0.621000     0.999980     -0.006046    -0.000507    0.001497     -0.012481    0.002166     -0.429249    0.694717     -0.991206    -0.178428    -0.013602    0.369768     -0.729634    -0.673468    0.163457    
0.621000     0.999980     -0.006069    -0.000675    0.001332     -0.012449    -0.015823    -0.431188    0.692626     -1.000416    -0.195456    -0.028841    0.371030     -0.729027    -0.684800    0.178963    
0.621000     0.999980     -0.006093    -0.000844    0.001160     -0.012412    -0.034092    -0.433157    0.690035     -1.009318    -0.212715    -0.044312    0.372442     -0.727768    -0.696224    0.194929    
0.621000     0.999980     -0.006117    -0.001013    0.000981     -0.012366    -0.052593    -0.435161    0.686930     -1.017892    -0.230149    -0.059993    0.374008     -0.725883    -0.707703    0.211335    
0.621000     0.999980     -0.006143    -0.001181    0.000798     -0.012312    -0.071272    -0.437202    0.683304     -1.026118    -0.247710    -0.075864    0.375729     -0.723404    -0.719196    0.228153    
0.621000     0.999980     -0.006168    -0.001349    0.000608     -0.012245    -0.090081    -0.439286    0.679157     -1.033979    -0.265367    -0.091905    0.377604     -0.720371    -0.730663    0.245362    
0.621000     0.999980     -0.006193    -0.001516    0.000414     -0.012164    -0.108975    -0.441418    0.674498     -1.041455    -0.283101    -0.108097    0.379632     -0.716823    -0.742060    0.262940    
0.621000     0.999979     -0.006217    -0.001683    0.000215     -0.012069    -0.127910    -0.443604    0.669345     -1.048524    -0.300906    -0.124422    0.381810     -0.712807    -0.753342    0.280868    
0.621000     0.999979     -0.006241    -0.001848    0.000012     -0.011957    -0.146847    -0.445852    0.663717     -1.055169    -0.318784    -0.140861    0.384135     -0.708369    -0.764463    0.299124    
0.621000     0.999978     -0.006263    -0.002013    -0.000194    -0.011826    -0.165751    -0.448167    0.657642     -1.061367    -0.336747    -0.157397    0.386601     -0.703556    -0.775376    0.317687    
0.621000     0.999978     -0.006284    -0.002176    -0.000404    -0.011677    -0.184590    -0.450555    0.651151     -1.067098    -0.354808    -0.174015    0.389202     -0.698414    -0.786032    0.336530    
0.621000     0.999977     -0.006304    -0.002338    -0.000616    -0.011509    -0.203336    -0.453022    0.644279     -1.072342    -0.372979    -0.190696    0.391931     -0.692990    -0.796388    0.355620    
0.621000     0.999977     -0.006323    -0.002498    -0.000830    -0.011320    -0.221963    -0.455574    0.637059     -1.077079    -0.391264    -0.207428    0.394781     -0.687332    -0.806395    0.374917    
0.621000     0.999976     -0.006339    -0.002658    -0.001047    -0.011111    -0.240450    -0.458215    0.629528     -1.081292    -0.409658    -0.224191    0.397743     -0.681477    -0.816015    0.394374    
0.621000     0.999975     -0.006353    -0.002816    -0.001265    -0.010882    -0.258777    -0.460951    0.621724     -1.084967    -0.428144    -0.240975    0.400809     -0.675469    -0.825207    0.413938    
0.621000     0.999974     -0.006365    -0.002974    -0.001485    -0.010633    -0.276930    -0.463786    0.613682     -1.088092    -0.446684    -0.257763    0.403971     -0.669343    -0.833939    0.433554    
0.621000     0.999973     -0.006374    -0.003130    -0.001705    -0.010365    -0.294892    -0.466723    0.605438     -1.090662    -0.465231    -0.274541    0.407220     -0.663134    -0.842181    0.453161    
0.621000     0.999972     -0.006381    -0.003285    -0.001926    -0.010076    -0.312654    -0.469768    0.597028     -1.092673    -0.483723    -0.291298    0.410549     -0.656872    -0.849911    0.472701    
0.621000     0.999971     -0.006385    -0.003440    -0.002148    -0.009771    -0.330205    -0.472925    0.588487     -1.094126    -0.502086    -0.308018    0.413948     -0.650580    -0.857115    0.492115    
0.621000     0.999970     -0.006387    -0.003593    -0.002369    -0.009449    -0.347535    -0.476196    0.579847     -1.095032    -0.520245    -0.324689    0.417411     -0.644279    -0.863780    0.511347    
0.621000     0.999969     -0.006386    -0.003747    -0.002590    -0.009108    -0.364635    -0.479584    0.571138     -1.095405    -0.538124    -0.341301    0.420929     -0.637990    -0.869901    0.530350    
0.621000     0.999968     -0.006383    -0.003900    -0.002810    -0.008753    -0.381500    -0.483094    0.562396     -1.095264    -0.555653    -0.357838    0.424497     -0.631724    -0.875481    0.549074    
0.621000     0.999967     -0.006376    -0.004052    -0.003030    -0.008384    -0.398119    -0.486727    0.553651     -1.094635    -0.572777    -0.374290    0.428107     -0.625492    -0.880524    0.567482    
0.621000     0.999966     -0.006367    -0.004204    -0.003248    -0.008002    -0.414485    -0.490486    0.544933     -1.093548    -0.589450    -0.390645    0.431753     -0.619298    -0.885042    0.585539    
0.621000     0.999964     -0.006356    -0.004357    -0.003466    -0.007608    -0.430591    -0.494372    0.536274     -1.092035    -0.605641    -0.406890    0.435431     -0.613147    -0.889049    0.603224    
0.621000     0.999963     -0.006342    -0.004509    -0.003681    -0.007204    -0.446429    -0.498386    0.527704     -1.090131    -0.621329    -0.423010    0.439135     -0.607041    -0.892563    0.620513    
0.621000     0.999962     -0.006325    -0.004662    -0.003895    -0.006792    -0.461989    -0.502526    0.519243     -1.087875    -0.636503    -0.438996    0.442862     -0.600981    -0.895605    0.637401    
0.621000     0.999960     -0.006306    -0.004814    -0.004107    -0.006371    -0.477263    -0.506791    0.510916     -1.085299    -0.651161    -0.454832    0.446609     -0.594968    -0.898197    0.653880    
0.621000     0.999959     -0.006285    -0.004968    -0.004317    -0.005945    -0.492244    -0.511177    0.502744     -1.082437    -0.665317    -0.470505    0.450376     -0.589001    -0.900364    0.669953    
0.621000     0.999957     -0.006261    -0.005122    -0.004525    -0.005515    -0.506926    -0.515680    0.494738     -1.079323    -0.678986    -0.486001    0.454159     -0.583075    -0.902131    0.685622    
0.621000     0.999955     -0.006235    -0.005277    -0.004730    -0.005079    -0.521298    -0.520294    0.486910     -1.075986    -0.692197    -0.501308    0.457961     -0.577195    -0.903522    0.700892    
0.621000     0.999954     -0.006208    -0.005433    -0.004933    -0.004643    -0.535357    -0.525010    0.479263     -1.072455    -0.704989    -0.516409    0.461782     -0.571352    -0.904563    0.715766    
0.621000     0.999952     -0.006178    -0.005589    -0.005133    -0.004205    -0.549098    -0.529822    0.471801     -1.068751    -0.717402    -0.531291    0.465625     -0.565548    -0.905277    0.730242    
0.621000     0.999950     -0.006146    -0.005747    -0.005331    -0.003767    -0.562516    -0.534718    0.464512     -1.064899    -0.729484    -0.545942    0.469492     -0.559781    -0.905686    0.744315    
0.621000     0.999949     -0.006112    -0.005906    -0.005525    -0.003330    -0.575606    -0.539688    0.457385     -1.060912    -0.741285    -0.560350    0.473385     -0.554053    -0.905809    0.757975    
0.621000     0.999947     -0.006077    -0.006066    -0.005716    -0.002897    -0.588371    -0.544722    0.450403     -1.056808    -0.752853    -0.574502    0.477311     -0.548359    -0.905665    0.771209    
0.621000     0.999945     -0.006040    -0.006227    -0.005905    -0.002465    -0.600808    -0.549808    0.443547     -1.052590    -0.764234    -0.588386    0.481271     -0.542698    -0.905274    0.783998    
0.621000     0.999943     -0.006002    -0.006389    -0.006090    -0.002036    -0.612916    -0.554932    0.436785     -1.048270    -0.775458    -0.601993    0.485272     -0.537076    -0.904646    0.796328    
0.621000     0.999941     -0.005962    -0.006553    -0.006272    -0.001613    -0.624700    -0.560084    0.430097     -1.043848    -0.786544    -0.615315    0.489316     -0.531488    -0.903799    0.808189    
0.621000     0.999939     -0.005920    -0.006718    -0.006450    -0.001196    -0.636156    -0.565248    0.423450     -1.039328    -0.797498    -0.628342    0.493409     -0.525939    -0.902740    0.819572    
0.621000     0.999937     -0.005877    -0.006884    -0.006625    -0.000783    -0.647293    -0.570415    0.416827     -1.034705    -0.808308    -0.641068    0.497555     -0.520429    -0.901481    0.830468    
0.621000     0.999935     -0.005834    -0.007052    -0.006796    -0.000377    -0.658108    -0.575572    0.410198     -1.029980    -0.818955    -0.653485    0.501757     -0.514957    -0.900026    0.840869    
0.621000     0.999933     -0.005789    -0.007221    -0.006963    0.000022     -0.668606    -0.580709    0.403543     -1.025149    -0.829411    -0.665589    0.506017     -0.509519    -0.898381    0.850760    
0.621000     0.999931     -0.005742    -0.007391    -0.007127    0.000415     -0.678788    -0.585815    0.396845     -1.020209    -0.839641    -0.677377    0.510336     -0.504113    -0.896542    0.860115    
0.621000     0.999929     -0.005695    -0.007563    -0.007287    0.000799     -0.688660    -0.590884    0.390085     -1.015160    -0.849610    -0.688847    0.514715     -0.498733    -0.894507    0.868906    
0.621000     0.999926     -0.005646    -0.007736    -0.007442    0.001176     -0.698223    -0.595911    0.383254     -1.009998    -0.859287    -0.699998    0.519153     -0.493367    -0.892273    0.877108    
0.621000     0.999924     -0.005598    -0.007911    -0.007593    0.001546     -0.707482    -0.600892    0.376336     -1.004727    -0.868645    -0.710827    0.523646     -0.488002    -0.889838    0.884707    
0.621000     0.999922     -0.005548    -0.008086    -0.007740    0.001906     -0.716441    -0.605827    0.369332     -0.999343    -0.877667    -0.721336    0.528193     -0.482630    -0.887201    0.891709    
0.621000     0.999920     -0.005496    -0.008263    -0.007881    0.002257     -0.725106    -0.610717    0.362238     -0.993850    -0.886341    -0.731526    0.532787     -0.477237    -0.884367    0.898135    
0.621000     0.999917     -0.005445    -0.008442    -0.008018    0.002600     -0.733479    -0.615566    0.355048     -0.988254    -0.894671    -0.741399    0.537423     -0.471809    -0.881338    0.904027    
0.621000     0.999915     -0.005392    -0.008621    -0.008150    0.002935     -0.741570    -0.620380    0.347773     -0.982552    -0.902664    -0.750956    0.542096     -0.466331    -0.878122    0.909433    
0.621000     0.999913     -0.005339    -0.008802    -0.008276    0.003259     -0.749384    -0.625166    0.340416     -0.976751    -0.910341    -0.760203    0.546797     -0.460789    -0.874723    0.914411    
0.621000     0.999910     -0.005284    -0.008985    -0.008398    0.003575     -0.756929    -0.629930    0.332980     -0.970858    -0.917727    -0.769143    0.551520     -0.455167    -0.871148    0.919024    
0.621000     0.999908     -0.005229    -0.009168    -0.008512    0.003881     -0.764209    -0.634682    0.325472     -0.964875    -0.924852    -0.777782    0.556256     -0.449445    -0.867403    0.923333    
0.621000     0.999906     -0.005173    -0.009354    -0.008622    0.004178     -0.771237    -0.639428    0.317906     -0.958802    -0.931750    -0.786128    0.560998     -0.443614    -0.863486    0.927407    
0.621000     0.999903     -0.005117    -0.009540    -0.008725    0.004466     -0.778021    -0.644176    0.310283     -0.952645    -0.938450    -0.794189    0.565742     -0.437657    -0.859404    0.931312    
0.621000     0.999901     -0.005060    -0.009728    -0.008821    0.004744     -0.784565    -0.648933    0.302605     -0.946408    -0.944980    -0.801972    0.570480     -0.431555    -0.855165    0.935117    
0.621000     0.999899     -0.005002    -0.009918    -0.008911    0.005014     -0.790883    -0.653705    0.294884     -0.940091    -0.951369    -0.809486    0.575212     -0.425304    -0.850768    0.938885    
0.621000     0.999896     -0.004943    -0.010110    -0.008994    0.005274     -0.796978    -0.658500    0.287116     -0.933700    -0.957633    -0.816745    0.579933     -0.418893    -0.846220    0.942672    
0.621000     0.999894     -0.004884    -0.010303    -0.009070    0.005526     -0.802859    -0.663321    0.279309     -0.927234    -0.963786    -0.823757    0.584646     -0.412320    -0.841524    0.946532    
0.621000     0.999891     -0.004823    -0.010498    -0.009139    0.005768     -0.808535    -0.668176    0.271469     -0.920696    -0.969837    -0.830533    0.589351     -0.405582    -0.836688    0.950507    
0.621000     0.999889     -0.004762    -0.010696    -0.009200    0.006002     -0.814010    -0.673067    0.263593     -0.914089    -0.975785    -0.837087    0.594050     -0.398685    -0.831715    0.954627    
0.621000     0.999887     -0.004700    -0.010895    -0.009253    0.006227     -0.819291    -0.678001    0.255687     -0.907416    -0.981626    -0.843427    0.598749     -0.391634    -0.826613    0.958918    
0.621000     0.999884     -0.004638    -0.011097    -0.009298    0.006444     -0.824382    -0.682982    0.247755     -0.900676    -0.987358    -0.849567    0.603452     -0.384436    -0.821385    0.963393    
0.621000     0.999882     -0.004574    -0.011301    -0.009334    0.006653     -0.829288    -0.688012    0.239800     -0.893872    -0.992970    -0.855520    0.608163     -0.377104    -0.816035    0.968051    
0.621000     0.999880     -0.004510    -0.011509    -0.009363    0.006856     -0.834013    -0.693097    0.231826     -0.887005    -0.998457    -0.861295    0.612889     -0.369645    -0.810565    0.972883    
0.621000     0.999877     -0.004445    -0.011718    -0.009384    0.007051     -0.838561    -0.698240    0.223837     -0.880072    -1.003814    -0.866906    0.617635     -0.362072    -0.804976    0.977870    
0.621000     0.999875     -0.004379    -0.011931    -0.009395    0.007240     -0.842934    -0.703442    0.215832     -0.873078    -1.009035    -0.872362    0.622406     -0.354392    -0.799268    0.982980    
0.621000     0.999873     -0.004312    -0.012147    -0.009398    0.007423     -0.847132    -0.708705    0.207810     -0.866019    -1.014119    -0.877675    0.627204     -0.346615    -0.793438    0.988171    
0.621000     0.999870     -0.004244    -0.012366    -0.009391    0.007602     -0.851157    -0.714035    0.199772     -0.858897    -1.019075    -0.882857    0.632039     -0.338757    -0.787477    0.993391    
0.621000     0.999868     -0.004175    -0.012588    -0.009377    0.007778     -0.855010    -0.719431    0.191718     -0.851710    -1.023911    -0.887916    0.636913     -0.330822    -0.781380    0.998575    
0.621000     0.999866     -0.004106    -0.012814    -0.009353    0.007950     -0.858688    -0.724896    0.183644     -0.844458    -1.028643    -0.892861    0.641833     -0.322824    -0.775138    1.003661    
0.621000     0.999863     -0.004035    -0.013043    -0.009321    0.008120     -0.862191    -0.730434    0.175552     -0.837137    -1.033282    -0.897699    0.646806     -0.314777    -0.768742    1.008586    
0.621000     0.999861     -0.003964    -0.013275    -0.009280    0.008288     -0.865517    -0.736044    0.167433     -0.829747    -1.037850    -0.902438    0.651837     -0.306692    -0.762186    1.013296    
0.621000     0.999859     -0.003892    -0.013511    -0.009230    0.008457     -0.868661    -0.741731    0.159291     -0.822283    -1.042359    -0.907082    0.656933     -0.298584    -0.755464    1.017746    
0.621000     0.999856     -0.003818    -0.013750    -0.009172    0.008628     -0.871619    -0.747495    0.151120     -0.814745    -1.046823    -0.911635    0.662103     -0.290473    -0.748571    1.021908    
0.621000     0.999854     -0.003744    -0.013993    -0.009106    0.008800     -0.874386    -0.753338    0.142917     -0.807129    -1.051254    -0.916096    0.667352     -0.282371    -0.741511    1.025765    
0.621000     0.999851     -0.003669    -0.014238    -0.009031    0.008975     -0.876956    -0.759263    0.134678     -0.799435    -1.055662    -0.920465    0.672690     -0.274294    -0.734282    1.029309    
0.621000     0.999849     -0.003594    -0.014487    -0.008949    0.009157     -0.879322    -0.765273    0.126401     -0.791656    -1.060048    -0.924744    0.678119     -0.266260    -0.726887    1.032550    
0.621000     0.999846     -0.003517    -0.014739    -0.008859    0.009345     -0.881476    -0.771367    0.118076     -0.783795    -1.064414    -0.928923    0.683650     -0.258282    -0.719336    1.035507    
0.621000     0.999843     -0.003439    -0.014993    -0.008762    0.009539     -0.883411    -0.777549    0.109701     -0.775845    -1.068752    -0.933003    0.689288     -0.250375    -0.711631    1.038206    
