DATA LENGTH(steps) :
1245
STEP LENGTH(sec) :
0.010000

PCz,         PEL_Q0,      PEL_Qx,      PEL_Qy,      PEL_Qz,      WST,         RSP,         RSR,         RSY,         REP,         REY,         LSP,         LSR,         LSY,         LEP,         LEY
0.621187     0.999607     0.000554     -0.002495    0.027928     0.010527     0.169072     -0.721014    -0.049921    -0.637289    -0.031078    0.091389     0.585370     -0.140601    -0.606164    0.011588    
0.621176     0.999588     0.000597     -0.002498    0.028592     0.011708     0.169205     -0.721285    -0.050881    -0.637897    -0.033209    0.091589     0.585085     -0.141121    -0.605244    0.011485    
0.621165     0.999568     0.000646     -0.002491    0.029281     0.012845     0.169437     -0.721598    -0.051903    -0.638628    -0.035537    0.091747     0.584761     -0.141689    -0.604321    0.011328    
0.621155     0.999547     0.000705     -0.002472    0.029996     0.013937     0.169742     -0.722004    -0.053052    -0.639510    -0.038059    0.091862     0.584401     -0.142291    -0.603402    0.011123    
0.621145     0.999524     0.000772     -0.002444    0.030734     0.014983     0.170089     -0.722558    -0.054400    -0.640577    -0.040760    0.091934     0.584006     -0.142914    -0.602492    0.010880    
0.621136     0.999501     0.000847     -0.002406    0.031494     0.015981     0.170434     -0.723319    -0.056013    -0.641858    -0.043624    0.091968     0.583576     -0.143538    -0.601603    0.010610    
0.621128     0.999476     0.000929     -0.002360    0.032274     0.016931     0.170736     -0.724348    -0.057980    -0.643390    -0.046625    0.091967     0.583111     -0.144142    -0.600737    0.010320    
0.621120     0.999450     0.001019     -0.002305    0.033073     0.017829     0.170943     -0.725709    -0.060386    -0.645208    -0.049741    0.091940     0.582615     -0.144707    -0.599907    0.010023    
0.621114     0.999423     0.001117     -0.002244    0.033887     0.018676     0.170996     -0.727466    -0.063316    -0.647340    -0.052947    0.091894     0.582088     -0.145209    -0.599122    0.009730    
0.621109     0.999394     0.001221     -0.002177    0.034714     0.019469     0.170834     -0.729681    -0.066856    -0.649812    -0.056224    0.091836     0.581531     -0.145633    -0.598387    0.009450    
0.621105     0.999365     0.001331     -0.002105    0.035551     0.020208     0.170388     -0.732420    -0.071083    -0.652643    -0.059562    0.091777     0.580946     -0.145957    -0.597713    0.009196    
0.621103     0.999334     0.001447     -0.002030    0.036396     0.020890     0.169584     -0.735742    -0.076071    -0.655845    -0.062962    0.091726     0.580334     -0.146165    -0.597107    0.008971    
0.621102     0.999303     0.001567     -0.001953    0.037245     0.021516     0.168345     -0.739705    -0.081879    -0.659417    -0.066432    0.091693     0.579697     -0.146248    -0.596575    0.008786    
0.621103     0.999271     0.001691     -0.001874    0.038097     0.022084     0.166589     -0.744367    -0.088548    -0.663351    -0.069997    0.091685     0.579036     -0.146199    -0.596124    0.008640    
0.621104     0.999238     0.001819     -0.001796    0.038947     0.022596     0.164229     -0.749775    -0.096109    -0.667628    -0.073679    0.091708     0.578351     -0.146010    -0.595756    0.008532    
0.621107     0.999205     0.001948     -0.001719    0.039794     0.023051     0.161176     -0.755975    -0.104565    -0.672216    -0.077509    0.091771     0.577643     -0.145687    -0.595472    0.008462    
0.621112     0.999170     0.002078     -0.001645    0.040637     0.023449     0.157343     -0.763006    -0.113905    -0.677076    -0.081511    0.091874     0.576913     -0.145235    -0.595271    0.008425    
0.621117     0.999136     0.002209     -0.001573    0.041472     0.023796     0.152634     -0.770899    -0.124093    -0.682159    -0.085696    0.092020     0.576158     -0.144658    -0.595148    0.008415    
0.621124     0.999101     0.002340     -0.001507    0.042297     0.024091     0.146957     -0.779677    -0.135069    -0.687407    -0.090068    0.092210     0.575379     -0.143970    -0.595097    0.008426    
0.621131     0.999066     0.002471     -0.001446    0.043113     0.024341     0.140219     -0.789359    -0.146757    -0.692757    -0.094607    0.092441     0.574575     -0.143186    -0.595111    0.008447    
0.621140     0.999031     0.002598     -0.001391    0.043917     0.024551     0.132325     -0.799950    -0.159057    -0.698140    -0.099274    0.092708     0.573744     -0.142318    -0.595178    0.008473    
0.621149     0.998995     0.002725     -0.001342    0.044709     0.024727     0.123178     -0.811451    -0.171844    -0.703476    -0.104009    0.093004     0.572886     -0.141386    -0.595287    0.008496    
0.621158     0.998960     0.002848     -0.001301    0.045490     0.024875     0.112685     -0.823850    -0.184987    -0.708690    -0.108735    0.093325     0.571998     -0.140408    -0.595426    0.008509    
0.621168     0.998924     0.002969     -0.001267    0.046260     0.025002     0.100748     -0.837129    -0.198326    -0.713697    -0.113360    0.093662     0.571082     -0.139400    -0.595585    0.008512    
0.621179     0.998888     0.003086     -0.001240    0.047020     0.025119     0.087274     -0.851258    -0.211691    -0.718418    -0.117782    0.094003     0.570136     -0.138386    -0.595749    0.008507    
0.621189     0.998852     0.003200     -0.001222    0.047772     0.025233     0.072163     -0.866199    -0.224896    -0.722770    -0.121899    0.094341     0.569162     -0.137382    -0.595910    0.008493    
0.621200     0.998816     0.003311     -0.001209    0.048518     0.025352     0.055316     -0.881907    -0.237735    -0.726672    -0.125606    0.094666     0.568161     -0.136407    -0.596060    0.008478    
0.621212     0.998779     0.003416     -0.001204    0.049261     0.025488     0.036636     -0.898324    -0.250000    -0.730053    -0.128801    0.094968     0.567135     -0.135479    -0.596190    0.008466    
0.621223     0.998742     0.003519     -0.001204    0.050004     0.025649     0.016016     -0.915388    -0.261458    -0.732847    -0.131394    0.095237     0.566088     -0.134613    -0.596297    0.008463    
0.621235     0.998704     0.003616     -0.001209    0.050750     0.025845     -0.006646    -0.933027    -0.271876    -0.734997    -0.133299    0.095463     0.565022     -0.133823    -0.596377    0.008472    
0.621247     0.998665     0.003710     -0.001218    0.051503     0.026083     -0.031464    -0.951164    -0.280993    -0.736458    -0.134441    0.095640     0.563943     -0.133118    -0.596429    0.008499    
0.621259     0.998625     0.003799     -0.001228    0.052268     0.026374     -0.058551    -0.969718    -0.288551    -0.737195    -0.134765    0.095758     0.562855     -0.132510    -0.596454    0.008552    
0.621272     0.998584     0.003884     -0.001240    0.053048     0.026724     -0.088030    -0.988600    -0.294272    -0.737186    -0.134220    0.095811     0.561765     -0.132007    -0.596453    0.008637    
0.621285     0.998540     0.003964     -0.001250    0.053850     0.027140     -0.120032    -1.007716    -0.297871    -0.736426    -0.132770    0.095791     0.560676     -0.131612    -0.596429    0.008763    
0.621298     0.998495     0.004039     -0.001257    0.054679     0.027627     -0.154695    -1.026975    -0.299043    -0.734911    -0.130393    0.095693     0.559597     -0.131334    -0.596388    0.008940    
0.621312     0.998447     0.004110     -0.001259    0.055538     0.028191     -0.192174    -1.046277    -0.297470    -0.732652    -0.127075    0.095513     0.558535     -0.131173    -0.596334    0.009174    
0.621327     0.998397     0.004177     -0.001254    0.056434     0.028835     -0.232630    -1.065521    -0.292825    -0.729671    -0.122818    0.095245     0.557497     -0.131133    -0.596275    0.009476    
0.621343     0.998343     0.004238     -0.001241    0.057373     0.029560     -0.276244    -1.084602    -0.284765    -0.725988    -0.117626    0.094889     0.556489     -0.131212    -0.596219    0.009851    
0.621359     0.998286     0.004297     -0.001216    0.058359     0.030368     -0.323212    -1.103414    -0.272928    -0.721632    -0.111516    0.094442     0.555517     -0.131408    -0.596174    0.010297    
0.621377     0.998224     0.004352     -0.001179    0.059400     0.031255     -0.373745    -1.121844    -0.256941    -0.716630    -0.104509    0.093905     0.554591     -0.131720    -0.596151    0.010810    
0.621396     0.998158     0.004402     -0.001128    0.060500     0.032223     -0.428057    -1.139776    -0.236428    -0.711012    -0.096637    0.093281     0.553714     -0.132141    -0.596161    0.011385    
0.621416     0.998086     0.004449     -0.001060    0.061665     0.033265     -0.486381    -1.157083    -0.211012    -0.704803    -0.087936    0.092571     0.552895     -0.132675    -0.596213    0.012010    
0.621437     0.998009     0.004493     -0.000974    0.062900     0.034378     -0.548930    -1.173635    -0.180333    -0.698030    -0.078449    0.091781     0.552139     -0.133312    -0.596318    0.012671    
0.621460     0.997926     0.004534     -0.000868    0.064210     0.035555     -0.615903    -1.189286    -0.144060    -0.690712    -0.068224    0.090915     0.551451     -0.134048    -0.596486    0.013358    
0.621484     0.997835     0.004572     -0.000741    0.065600     0.036790     -0.687449    -1.203884    -0.101933    -0.682872    -0.057317    0.089980     0.550837     -0.134876    -0.596723    0.014060    
0.621510     0.997737     0.004608     -0.000593    0.067074     0.038077     -0.763635    -1.217268    -0.053783    -0.674528    -0.045785    0.088981     0.550301     -0.135790    -0.597033    0.014771    
0.621537     0.997631     0.004642     -0.000420    0.068635     0.039407     -0.844405    -1.229268    0.000417     -0.665701    -0.033683    0.087925     0.549848     -0.136779    -0.597420    0.015484    
0.621567     0.997516     0.004672     -0.000224    0.070288     0.040772     -0.929549    -1.239718    0.060522     -0.656410    -0.021084    0.086821     0.549481     -0.137832    -0.597886    0.016201    
0.621598     0.997391     0.004700     -0.000003    0.072035     0.042164     -1.018641    -1.248456    0.126145     -0.646680    -0.008059    0.085673     0.549200     -0.138935    -0.598425    0.016920    
0.621631     0.997256     0.004727     0.000244     0.073878     0.043575     -1.111030    -1.255338    0.196658     -0.636539    0.005309     0.084492     0.549008     -0.140073    -0.599035    0.017643    
0.621666     0.997110     0.004750     0.000517     0.075817     0.044997     -1.205829    -1.260250    0.271175     -0.626020    0.018918     0.083282     0.548904     -0.141233    -0.599710    0.018372    
0.621702     0.996953     0.004772     0.000816     0.077855     0.046422     -1.301950    -1.263119    0.348590     -0.615159    0.032670     0.082052     0.548886     -0.142395    -0.600442    0.019105    
0.621741     0.996783     0.004789     0.001141     0.079991     0.047843     -1.398178    -1.263921    0.427654     -0.603999    0.046452     0.080810     0.548951     -0.143542    -0.601224    0.019843    
0.621782     0.996601     0.004802     0.001492     0.082224     0.049254     -1.493241    -1.262684    0.507035     -0.592592    0.060153     0.079564     0.549095     -0.144656    -0.602045    0.020588    
0.621824     0.996406     0.004812     0.001869     0.084552     0.050649     -1.585947    -1.259490    0.585480     -0.580991    0.073660     0.078324     0.549312     -0.145721    -0.602897    0.021346    
0.621868     0.996196     0.004817     0.002271     0.086973     0.052022     -1.675234    -1.254468    0.661836     -0.569260    0.086878     0.077098     0.549596     -0.146716    -0.603768    0.022120    
0.621914     0.995973     0.004817     0.002697     0.089485     0.053371     -1.760280    -1.247784    0.735193     -0.557462    0.099716     0.075896     0.549939     -0.147625    -0.604645    0.022917    
0.621962     0.995735     0.004811     0.003147     0.092081     0.054691     -1.840487    -1.239628    0.804850     -0.545666    0.112106     0.074727     0.550332     -0.148430    -0.605519    0.023741    
0.622012     0.995482     0.004797     0.003621     0.094759     0.055980     -1.915497    -1.230205    0.870335     -0.533945    0.124000     0.073603     0.550766     -0.149115    -0.606378    0.024595    
0.622063     0.995214     0.004777     0.004116     0.097512     0.057237     -1.985157    -1.219724    0.931380     -0.522371    0.135367     0.072529     0.551230     -0.149665    -0.607209    0.025478    
0.622116     0.994932     0.004749     0.004631     0.100335     0.058460     -2.049489    -1.208388    0.987889     -0.511011    0.146203     0.071517     0.551714     -0.150064    -0.608003    0.026390    
0.622170     0.994634     0.004711     0.005167     0.103220     0.059652     -2.108627    -1.196388    1.039874     -0.499931    0.156514     0.070574     0.552209     -0.150308    -0.608748    0.027331    
0.622226     0.994322     0.004664     0.005720     0.106160     0.060813     -2.162786    -1.183906    1.087426     -0.489194    0.166338     0.069711     0.552705     -0.150392    -0.609436    0.028300    
0.622283     0.993995     0.004607     0.006290     0.109146     0.061946     -2.212230    -1.171102    1.130687     -0.478858    0.175711     0.068932     0.553190     -0.150307    -0.610053    0.029293    
0.622341     0.993655     0.004538     0.006875     0.112171     0.063053     -2.257245    -1.158123    1.169834     -0.468974    0.184698     0.068248     0.553657     -0.150059    -0.610593    0.030309    
0.622400     0.993301     0.004458     0.007474     0.115226     0.064138     -2.298119    -1.145102    1.205046     -0.459589    0.193368     0.067665     0.554095     -0.149650    -0.611045    0.031345    
0.622460     0.992935     0.004367     0.008085     0.118300     0.065207     -2.335127    -1.132156    1.236509     -0.450747    0.201795     0.067190     0.554499     -0.149091    -0.611404    0.032396    
0.622521     0.992558     0.004263     0.008706     0.121384     0.066265     -2.368538    -1.119389    1.264418     -0.442480    0.210052     0.066829     0.554859     -0.148391    -0.611659    0.033457    
0.622583     0.992171     0.004148     0.009337     0.124470     0.067316     -2.398594    -1.106893    1.288955     -0.434815    0.218204     0.066590     0.555171     -0.147566    -0.611809    0.034524    
0.622645     0.991775     0.004019     0.009974     0.127545     0.068368     -2.425518    -1.094747    1.310309     -0.427773    0.226311     0.066479     0.555430     -0.146636    -0.611849    0.035589    
0.622708     0.991371     0.003878     0.010617     0.130601     0.069427     -2.449513    -1.083025    1.328668     -0.421367    0.234408     0.066501     0.555632     -0.145624    -0.611778    0.036644    
0.622771     0.990961     0.003724     0.011263     0.133628     0.070500     -2.470758    -1.071788    1.344215     -0.415600    0.242523     0.066664     0.555774     -0.144552    -0.611596    0.037677    
0.622834     0.990546     0.003558     0.011912     0.136616     0.071594     -2.489422    -1.061090    1.357148     -0.410471    0.250660     0.066970     0.555856     -0.143450    -0.611304    0.038676    
0.622897     0.990129     0.003380     0.012561     0.139555     0.072716     -2.505642    -1.050980    1.367655     -0.405973    0.258799     0.067426     0.555877     -0.142346    -0.610906    0.039626    
0.622959     0.989711     0.003189     0.013208     0.142437     0.073872     -2.519548    -1.041497    1.375931     -0.402092    0.266904     0.068034     0.555838     -0.141265    -0.610407    0.040510    
0.623021     0.989293     0.002988     0.013851     0.145252     0.075071     -2.531256    -1.032675    1.382184     -0.398805    0.274924     0.068798     0.555741     -0.140239    -0.609808    0.041310    
0.623082     0.988878     0.002774     0.014489     0.147993     0.076317     -2.540863    -1.024544    1.386613     -0.396089    0.282785     0.069719     0.555586     -0.139292    -0.609118    0.042012    
0.623142     0.988468     0.002551     0.015120     0.150653     0.077615     -2.548452    -1.017126    1.389422     -0.393915    0.290413     0.070799     0.555378     -0.138450    -0.608342    0.042597    
0.623200     0.988064     0.002315     0.015740     0.153222     0.078974     -2.554101    -1.010441    1.390818     -0.392250    0.297724     0.072036     0.555120     -0.137736    -0.607485    0.043048    
0.623257     0.987667     0.002072     0.016348     0.155697     0.080395     -2.557874    -1.004502    1.391004     -0.391056    0.304622     0.073430     0.554815     -0.137168    -0.606556    0.043352    
0.623312     0.987281     0.001818     0.016942     0.158071     0.081885     -2.559828    -0.999320    1.390186     -0.390295    0.311037     0.074975     0.554464     -0.136763    -0.605558    0.043493    
0.623365     0.986905     0.001555     0.017518     0.160339     0.083449     -2.560007    -0.994902    1.388561     -0.389925    0.316879     0.076669     0.554074     -0.136536    -0.604498    0.043466    
0.623415     0.986542     0.001284     0.018076     0.162498     0.085087     -2.558448    -0.991250    1.386310     -0.389909    0.322084     0.078507     0.553647     -0.136493    -0.603381    0.043261    
0.623463     0.986194     0.001006     0.018612     0.164544     0.086805     -2.555183    -0.988362    1.383614     -0.390205    0.326583     0.080482     0.553188     -0.136645    -0.602210    0.042880    
0.623507     0.985860     0.000721     0.019124     0.166476     0.088605     -2.550230    -0.986233    1.380623     -0.390777    0.330329     0.082585     0.552697     -0.136988    -0.600986    0.042322    
0.623548     0.985542     0.000430     0.019609     0.168291     0.090492     -2.543607    -0.984853    1.377496     -0.391592    0.333276     0.084808     0.552179     -0.137524    -0.599713    0.041596    
0.623585     0.985242     0.000133     0.020066     0.169988     0.092465     -2.535320    -0.984208    1.374352     -0.392617    0.335401     0.087143     0.551637     -0.138249    -0.598390    0.040717    
0.623618     0.984959     -0.000168    0.020492     0.171568     0.094529     -2.525372    -0.984278    1.371303     -0.393822    0.336687     0.089578     0.551074     -0.139159    -0.597016    0.039701    
0.623647     0.984695     -0.000472    0.020886     0.173032     0.096687     -2.513761    -0.985042    1.368431     -0.395184    0.337133     0.092103     0.550491     -0.140244    -0.595592    0.038570    
0.623671     0.984449     -0.000779    0.021245     0.174380     0.098942     -2.500478    -0.986469    1.365810     -0.396677    0.336751     0.094706     0.549892     -0.141496    -0.594115    0.037350    
0.623690     0.984222     -0.001088    0.021568     0.175614     0.101297     -2.485512    -0.988529    1.363483     -0.398282    0.335574     0.097373     0.549280     -0.142907    -0.592583    0.036071    
0.623704     0.984014     -0.001398    0.021855     0.176737     0.103756     -2.468850    -0.991182    1.361475     -0.399977    0.333635     0.100093     0.548658     -0.144465    -0.590996    0.034764    
0.623712     0.983826     -0.001708    0.022103     0.177751     0.106324     -2.450471    -0.994389    1.359778     -0.401752    0.330986     0.102851     0.548028     -0.146160    -0.589351    0.033458    
0.623715     0.983656     -0.002017    0.022313     0.178658     0.109006     -2.430360    -0.998102    1.358379     -0.403588    0.327687     0.105633     0.547393     -0.147981    -0.587648    0.032184    
0.623711     0.983505     -0.002323    0.022483     0.179463     0.111807     -2.408497    -1.002274    1.357235     -0.405474    0.323800     0.108422     0.546756     -0.149923    -0.585885    0.030968    
0.623701     0.983372     -0.002628    0.022614     0.180170     0.114732     -2.384863    -1.006848    1.356277     -0.407400    0.319390     0.111205     0.546122     -0.151975    -0.584064    0.029838    
0.623685     0.983257     -0.002929    0.022707     0.180781     0.117789     -2.359440    -1.011770    1.355433     -0.409355    0.314522     0.113965     0.545494     -0.154134    -0.582188    0.028812    
