DATA LENGTH(steps) :
1245
STEP LENGTH(sec) :
0.010000

PCz,         PEL_Q0,      PEL_Qx,      PEL_Qy,      PEL_Qz,      WST,         RSP,         RSR,         RSY,         REP,         REY,         LSP,         LSR,         LSY,         LEP,         LEY
0.619105     0.994069     -0.026991    0.023779     0.102634     0.359944     -1.327588    -0.325449    1.204389     -0.784210    0.274171     0.073678     0.533549     -0.369277    -0.673615    -0.037684   
0.619309     0.994480     -0.026696    0.022037     0.099054     0.351252     -1.344243    -0.336388    1.210951     -0.791564    0.266938     0.066410     0.534741     -0.374318    -0.679669    -0.041558   
0.619531     0.994869     -0.026404    0.020312     0.095531     0.342271     -1.362440    -0.347330    1.217541     -0.798307    0.259464     0.057855     0.536289     -0.379615    -0.685898    -0.045249   
0.619769     0.995236     -0.026114    0.018609     0.092076     0.333032     -1.382062    -0.358204    1.224114     -0.804370    0.251877     0.047947     0.538244     -0.385179    -0.692267    -0.048705   
0.620020     0.995580     -0.025828    0.016934     0.088699     0.323561     -1.403000    -0.368948    1.230643     -0.809699    0.244313     0.036627     0.540654     -0.391013    -0.698738    -0.051867   
0.620282     0.995901     -0.025543    0.015294     0.085412     0.313887     -1.425144    -0.379508    1.237106     -0.814241    0.236898     0.023839     0.543566     -0.397124    -0.705261    -0.054664   
0.620553     0.996200     -0.025262    0.013691     0.082223     0.304035     -1.448384    -0.389839    1.243478     -0.817959    0.229753     0.009534     0.547027     -0.403511    -0.711790    -0.057021   
0.620830     0.996476     -0.024981    0.012131     0.079142     0.294031     -1.472620    -0.399902    1.249748     -0.820822    0.222978     -0.006330    0.551077     -0.410176    -0.718268    -0.058857   
0.621112     0.996732     -0.024703    0.010616     0.076176     0.283899     -1.497753    -0.409668    1.255902     -0.822803    0.216665     -0.023794    0.555753     -0.417118    -0.724640    -0.060089   
0.621396     0.996966     -0.024427    0.009149     0.073332     0.273663     -1.523692    -0.419110    1.261934     -0.823883    0.210869     -0.042891    0.561085     -0.424339    -0.730843    -0.060643   
0.621681     0.997181     -0.024153    0.007733     0.070615     0.263344     -1.550350    -0.428208    1.267829     -0.824051    0.205638     -0.063647    0.567099     -0.431841    -0.736819    -0.060454   
0.621964     0.997377     -0.023883    0.006367     0.068031     0.252963     -1.577644    -0.436945    1.273576     -0.823298    0.200984     -0.086084    0.573813     -0.439635    -0.742510    -0.059468   
0.622244     0.997555     -0.023615    0.005054     0.065582     0.242537     -1.605498    -0.445307    1.279165     -0.821620    0.196910     -0.110218    0.581238     -0.447738    -0.747861    -0.057649   
0.622519     0.997716     -0.023351    0.003794     0.063269     0.232086     -1.633844    -0.453280    1.284583     -0.819017    0.193394     -0.136059    0.589374     -0.456169    -0.752825    -0.054986   
0.622788     0.997862     -0.023092    0.002587     0.061094     0.221624     -1.662611    -0.460856    1.289805     -0.815500    0.190408     -0.163613    0.598219     -0.464960    -0.757363    -0.051482   
0.623049     0.997992     -0.022839    0.001433     0.059055     0.211167     -1.691733    -0.468024    1.294806     -0.811082    0.187914     -0.192880    0.607759     -0.474151    -0.761441    -0.047166   
0.623300     0.998110     -0.022591    0.000331     0.057151     0.200728     -1.721149    -0.474776    1.299557     -0.805782    0.185877     -0.223858    0.617973     -0.483788    -0.765037    -0.042083   
0.623541     0.998215     -0.022352    -0.000717    0.055377     0.190322     -1.750800    -0.481106    1.304026     -0.799627    0.184259     -0.256539    0.628833     -0.493926    -0.768140    -0.036304   
0.623771     0.998309     -0.022121    -0.001713    0.053729     0.179959     -1.780626    -0.487006    1.308166     -0.792654    0.183050     -0.290914    0.640302     -0.504626    -0.770744    -0.029911   
0.623989     0.998393     -0.021899    -0.002656    0.052201     0.169651     -1.810575    -0.492475    1.311947     -0.784901    0.182222     -0.326975    0.652336     -0.515962    -0.772854    -0.023002   
0.624194     0.998468     -0.021687    -0.003547    0.050786     0.159412     -1.840594    -0.497509    1.315324     -0.776415    0.181777     -0.364708    0.664885     -0.528002    -0.774481    -0.015687   
0.624385     0.998535     -0.021487    -0.004385    0.049476     0.149248     -1.870631    -0.502110    1.318252     -0.767247    0.181716     -0.404102    0.677891     -0.540827    -0.775644    -0.008080   
0.624562     0.998594     -0.021300    -0.005170    0.048262     0.139171     -1.900638    -0.506281    1.320690     -0.757454    0.182046     -0.445148    0.691287     -0.554522    -0.776361    -0.000301   
0.624725     0.998648     -0.021125    -0.005902    0.047135     0.129193     -1.930573    -0.510030    1.322600     -0.747095    0.182772     -0.487831    0.705000     -0.569165    -0.776659    0.007536    
0.624874     0.998696     -0.020964    -0.006580    0.046085     0.119321     -1.960392    -0.513369    1.323947     -0.736233    0.183902     -0.532139    0.718952     -0.584841    -0.776563    0.015319    
0.625008     0.998740     -0.020818    -0.007203    0.045101     0.109567     -1.990059    -0.516310    1.324701     -0.724933    0.185434     -0.578057    0.733055     -0.601630    -0.776102    0.022942    
0.625127     0.998780     -0.020686    -0.007771    0.044171     0.099939     -2.019537    -0.518876    1.324838     -0.713264    0.187358     -0.625564    0.747216     -0.619601    -0.775304    0.030311    
0.625233     0.998817     -0.020570    -0.008283    0.043285     0.090449     -2.048791    -0.521088    1.324331     -0.701295    0.189660     -0.674636    0.761338     -0.638821    -0.774192    0.037344    
0.625325     0.998851     -0.020468    -0.008737    0.042431     0.081107     -2.077793    -0.522972    1.323170     -0.689094    0.192314     -0.725238    0.775314     -0.659330    -0.772796    0.043971    
0.625403     0.998885     -0.020382    -0.009134    0.041597     0.071924     -2.106511    -0.524558    1.321336     -0.676733    0.195297     -0.777326    0.789037     -0.681166    -0.771134    0.050139    
0.625470     0.998917     -0.020310    -0.009473    0.040769     0.062911     -2.134917    -0.525874    1.318818     -0.664279    0.198578     -0.830841    0.802395     -0.704335    -0.769230    0.055798    
0.625525     0.998949     -0.020253    -0.009753    0.039937     0.054080     -2.162981    -0.526953    1.315601     -0.651801    0.202123     -0.885706    0.815275     -0.728815    -0.767101    0.060924    
0.625569     0.998982     -0.020208    -0.009975    0.039088     0.045444     -2.190677    -0.527825    1.311682     -0.639358    0.205903     -0.941827    0.827564     -0.754568    -0.764756    0.065495    
0.625603     0.999015     -0.020177    -0.010138    0.038210     0.037017     -2.217971    -0.528521    1.307035     -0.627014    0.209895     -0.999082    0.839153     -0.781505    -0.762212    0.069503    
0.625628     0.999049     -0.020157    -0.010244    0.037289     0.028812     -2.244833    -0.529073    1.301653     -0.614825    0.214077     -1.057327    0.849935     -0.809514    -0.759471    0.072944    
0.625646     0.999084     -0.020148    -0.010293    0.036315     0.020842     -2.271227    -0.529507    1.295514     -0.602842    0.218436     -1.116392    0.859813     -0.838445    -0.756539    0.075810    
0.625658     0.999122     -0.020149    -0.010287    0.035275     0.013123     -2.297123    -0.529851    1.288615     -0.591114    0.222961     -1.176081    0.868699     -0.868119    -0.753416    0.078102    
0.625664     0.999161     -0.020158    -0.010228    0.034158     0.005669     -2.322480    -0.530130    1.280942     -0.579685    0.227653     -1.236171    0.876516     -0.898311    -0.750101    0.079814    
0.625665     0.999202     -0.020173    -0.010118    0.032953     -0.001504    -2.347262    -0.530365    1.272490     -0.568594    0.232515     -1.296421    0.883204     -0.928790    -0.746587    0.080937    
0.625664     0.999245     -0.020195    -0.009960    0.031649     -0.008381    -2.371431    -0.530579    1.263266     -0.557881    0.237562     -1.356569    0.888718     -0.959291    -0.742871    0.081462    
0.625660     0.999291     -0.020221    -0.009756    0.030237     -0.014950    -2.394945    -0.530789    1.253279     -0.547576    0.242809     -1.416345    0.893029     -0.989538    -0.738947    0.081382    
0.625655     0.999337     -0.020249    -0.009510    0.028708     -0.021196    -2.417763    -0.531011    1.242560     -0.537712    0.248279     -1.475474    0.896125     -1.019258    -0.734806    0.080681    
0.625649     0.999386     -0.020280    -0.009226    0.027053     -0.027105    -2.439849    -0.531259    1.231152     -0.528316    0.253988     -1.533681    0.898013     -1.048177    -0.730441    0.079366    
0.625643     0.999435     -0.020310    -0.008906    0.025268     -0.032667    -2.461157    -0.531544    1.219107     -0.519412    0.259957     -1.590701    0.898716     -1.076024    -0.725847    0.077438    
0.625638     0.999484     -0.020340    -0.008556    0.023345     -0.037873    -2.481650    -0.531874    1.206498     -0.511023    0.266204     -1.646287    0.898272     -1.102561    -0.721015    0.074910    
0.625633     0.999533     -0.020366    -0.008179    0.021282     -0.042714    -2.501286    -0.532257    1.193417     -0.503167    0.272733     -1.700205    0.896729     -1.127555    -0.715944    0.071796    
0.625629     0.999580     -0.020389    -0.007779    0.019075     -0.047188    -2.520026    -0.532696    1.179964     -0.495862    0.279550     -1.752257    0.894151     -1.150822    -0.710632    0.068123    
0.625626     0.999625     -0.020409    -0.007361    0.016724     -0.051293    -2.537827    -0.533192    1.166251     -0.489125    0.286645     -1.802261    0.890608     -1.172187    -0.705082    0.063915    
0.625623     0.999666     -0.020422    -0.006928    0.014230     -0.055029    -2.554651    -0.533744    1.152409     -0.482966    0.293995     -1.850070    0.886178     -1.191519    -0.699303    0.059198    
0.625620     0.999703     -0.020429    -0.006486    0.011595     -0.058402    -2.570455    -0.534350    1.138565     -0.477400    0.301571     -1.895561    0.880943     -1.208721    -0.693307    0.054003    
0.625617     0.999734     -0.020428    -0.006038    0.008824     -0.061422    -2.585195    -0.535003    1.124855     -0.472432    0.309323     -1.938643    0.874987     -1.223730    -0.687117    0.048350    
0.625612     0.999758     -0.020420    -0.005588    0.005922     -0.064100    -2.598830    -0.535700    1.111413     -0.468073    0.317186     -1.979245    0.868396     -1.236516    -0.680758    0.042264    
0.625605     0.999774     -0.020404    -0.005140    0.002897     -0.066452    -2.611315    -0.536433    1.098373     -0.464330    0.325090     -2.017320    0.861255     -1.247081    -0.674266    0.035764    
0.625595     0.999781     -0.020378    -0.004697    -0.000241    -0.068499    -2.622604    -0.537195    1.085863     -0.461206    0.332936     -2.052839    0.853650     -1.255461    -0.667681    0.028870    
0.625580     0.999778     -0.020344    -0.004264    -0.003483    -0.070262    -2.632650    -0.537978    1.074006     -0.458708    0.340624     -2.085792    0.845662     -1.261721    -0.661048    0.021598    
0.625560     0.999763     -0.020300    -0.003843    -0.006817    -0.071766    -2.641406    -0.538777    1.062917     -0.456842    0.348041     -2.116180    0.837367     -1.265955    -0.654414    0.013971    
0.625533     0.999737     -0.020249    -0.003437    -0.010229    -0.073039    -2.648824    -0.539586    1.052707     -0.455613    0.355072     -2.144014    0.828845     -1.268283    -0.647834    0.006010    
0.625498     0.999698     -0.020188    -0.003049    -0.013706    -0.074111    -2.654855    -0.540401    1.043471     -0.455032    0.361599     -2.169311    0.820164     -1.268842    -0.641361    -0.002257   
0.625454     0.999645     -0.020120    -0.002681    -0.017233    -0.075012    -2.659453    -0.541219    1.035302     -0.455104    0.367513     -2.192092    0.811392     -1.267792    -0.635048    -0.010799   
0.625399     0.999580     -0.020045    -0.002335    -0.020795    -0.075774    -2.662567    -0.542038    1.028270     -0.455844    0.372703     -2.212386    0.802593     -1.265311    -0.628946    -0.019571   
0.625333     0.999501     -0.019964    -0.002013    -0.024376    -0.076431    -2.664153    -0.542856    1.022434     -0.457262    0.377073     -2.230218    0.793827     -1.261581    -0.623103    -0.028525   
0.625253     0.999410     -0.019879    -0.001714    -0.027961    -0.077017    -2.664165    -0.543673    1.017837     -0.459373    0.380540     -2.245616    0.785149     -1.256805    -0.617563    -0.037604   
0.625160     0.999306     -0.019791    -0.001442    -0.031534    -0.077565    -2.662563    -0.544487    1.014500     -0.462189    0.383034     -2.258604    0.776610     -1.251178    -0.612363    -0.046737   
0.625050     0.999190     -0.019701    -0.001195    -0.035080    -0.078108    -2.659309    -0.545297    1.012431     -0.465723    0.384506     -2.269209    0.768255     -1.244897    -0.607531    -0.055845   
0.624924     0.999062     -0.019611    -0.000974    -0.038584    -0.078678    -2.654366    -0.546101    1.011606     -0.469984    0.384923     -2.277457    0.760126     -1.238170    -0.603086    -0.064844   
0.624781     0.998925     -0.019523    -0.000777    -0.042031    -0.079309    -2.647706    -0.546891    1.011990     -0.474977    0.384276     -2.283369    0.752261     -1.231183    -0.599042    -0.073645   
0.624618     0.998779     -0.019436    -0.000606    -0.045408    -0.080031    -2.639301    -0.547660    1.013526     -0.480702    0.382581     -2.286968    0.744692     -1.224120    -0.595401    -0.082153   
0.624436     0.998626     -0.019353    -0.000458    -0.048703    -0.080873    -2.629135    -0.548396    1.016145     -0.487148    0.379869     -2.288275    0.737444     -1.217160    -0.592159    -0.090276   
0.624233     0.998466     -0.019274    -0.000331    -0.051904    -0.081861    -2.617193    -0.549084    1.019765     -0.494298    0.376199     -2.287314    0.730538     -1.210460    -0.589301    -0.097926   
0.624008     0.998302     -0.019200    -0.000224    -0.055002    -0.083024    -2.603472    -0.549703    1.024298     -0.502120    0.371648     -2.284108    0.723988     -1.204178    -0.586805    -0.105024   
0.623760     0.998134     -0.019130    -0.000135    -0.057988    -0.084381    -2.587973    -0.550228    1.029650     -0.510570    0.366304     -2.278679    0.717802     -1.198446    -0.584642    -0.111497   
0.623489     0.997965     -0.019065    -0.000061    -0.060854    -0.085955    -2.570711    -0.550630    1.035734     -0.519588    0.360281     -2.271055    0.711979     -1.193388    -0.582779    -0.117293   
0.623194     0.997795     -0.019003    0.000001     -0.063597    -0.087761    -2.551705    -0.550875    1.042463     -0.529101    0.353698     -2.261262    0.706517     -1.189105    -0.581177    -0.122364   
0.622875     0.997626     -0.018943    0.000053     -0.066210    -0.089812    -2.530991    -0.550924    1.049771     -0.539020    0.346683     -2.249333    0.701399     -1.185694    -0.579795    -0.126688   
0.622532     0.997459     -0.018885    0.000098     -0.068694    -0.092118    -2.508613    -0.550737    1.057595     -0.549239    0.339370     -2.235304    0.696606     -1.183236    -0.578587    -0.130251   
0.622163     0.997295     -0.018827    0.000141     -0.071047    -0.094682    -2.484625    -0.550270    1.065890     -0.559645    0.331901     -2.219213    0.692110     -1.181790    -0.577510    -0.133063   
0.621769     0.997136     -0.018764    0.000184     -0.073270    -0.097507    -2.459097    -0.549480    1.074634     -0.570107    0.324409     -2.201109    0.687878     -1.181414    -0.576522    -0.135144   
0.621350     0.996981     -0.018696    0.000231     -0.075366    -0.100586    -2.432110    -0.548325    1.083812     -0.580493    0.317025     -2.181041    0.683868     -1.182148    -0.575581    -0.136532   
0.620907     0.996831     -0.018619    0.000285     -0.077339    -0.103913    -2.403755    -0.546764    1.093430     -0.590661    0.309876     -2.159070    0.680036     -1.184021    -0.574653    -0.137279   
0.620439     0.996687     -0.018529    0.000350     -0.079195    -0.107476    -2.374136    -0.544761    1.103499     -0.600475    0.303079     -2.135263    0.676332     -1.187045    -0.573709    -0.137441   
0.619947     0.996549     -0.018423    0.000429     -0.080939    -0.111259    -2.343367    -0.542288    1.114040     -0.609802    0.296734     -2.109695    0.672700     -1.191218    -0.572726    -0.137080   
0.619432     0.996416     -0.018298    0.000526     -0.082579    -0.115241    -2.311572    -0.539326    1.125077     -0.618518    0.290921     -2.082447    0.669083     -1.196506    -0.571693    -0.136262   
0.618895     0.996290     -0.018149    0.000643     -0.084124    -0.119402    -2.278879    -0.535865    1.136626     -0.626518    0.285702     -2.053609    0.665423     -1.202861    -0.570602    -0.135048   
0.618337     0.996169     -0.017975    0.000784     -0.085580    -0.123715    -2.245421    -0.531911    1.148692     -0.633712    0.281110     -2.023280    0.661658     -1.210194    -0.569458    -0.133493   
0.617759     0.996053     -0.017771    0.000952     -0.086958    -0.128154    -2.211336    -0.527480    1.161265     -0.640033    0.277145     -1.991563    0.657730     -1.218379    -0.568269    -0.131646   
0.617162     0.995942     -0.017533    0.001149     -0.088264    -0.132692    -2.176757    -0.522602    1.174307     -0.645438    0.273783     -1.958567    0.653579     -1.227239    -0.567049    -0.129544   
0.616550     0.995836     -0.017260    0.001380     -0.089509    -0.137299    -2.141817    -0.517322    1.187761     -0.649908    0.270960     -1.924405    0.649147     -1.236562    -0.565814    -0.127222   
0.615922     0.995733     -0.016949    0.001645     -0.090698    -0.141946    -2.106641    -0.511696    1.201536     -0.653446    0.268599     -1.889193    0.644381     -1.246069    -0.564577    -0.124696   
0.615283     0.995634     -0.016600    0.001947     -0.091840    -0.146606    -2.071353    -0.505789    1.215515     -0.656076    0.266599     -1.853049    0.639228     -1.255455    -0.563347    -0.121989   
0.614634     0.995537     -0.016210    0.002288     -0.092941    -0.151251    -2.036064    -0.499675    1.229559     -0.657844    0.264847     -1.816093    0.633640     -1.264359    -0.562122    -0.119114   
0.613978     0.995443     -0.015780    0.002669     -0.094004    -0.155857    -2.000881    -0.493437    1.243498     -0.658814    0.263236     -1.778450    0.627576     -1.272417    -0.560894    -0.116085   
0.613319     0.995351     -0.015310    0.003091     -0.095036    -0.160400    -1.965905    -0.487154    1.257170     -0.659059    0.261656     -1.740244    0.620998     -1.279247    -0.559644    -0.112931   
0.612659     0.995261     -0.014800    0.003553     -0.096038    -0.164858    -1.931231    -0.480914    1.270392     -0.658668    0.260026     -1.701610    0.613871     -1.284494    -0.558343    -0.109675   
0.612003     0.995173     -0.014253    0.004056     -0.097012    -0.169215    -1.896950    -0.474800    1.282997     -0.657735    0.258269     -1.662686    0.606178     -1.287835    -0.556963    -0.106356   
0.611354     0.995086     -0.013671    0.004597     -0.097959    -0.173451    -1.863148    -0.468892    1.294826     -0.656363    0.256346     -1.623619    0.597901     -1.288999    -0.555468    -0.103015   
0.610717     0.995000     -0.013056    0.005174     -0.098878    -0.177555    -1.829918    -0.463267    1.305755     -0.654653    0.254234     -1.584570    0.589041     -1.287801    -0.553831    -0.099706   
0.610096     0.994917     -0.012413    0.005785     -0.099766    -0.181513    -1.797349    -0.457995    1.315681     -0.652712    0.251950     -1.545709    0.579610     -1.284136    -0.552031    -0.096470   
0.609494     0.994835     -0.011745    0.006425     -0.100622    -0.185316    -1.765538    -0.453135    1.324546     -0.650641    0.249516     -1.507225    0.569635     -1.278000    -0.550060    -0.093357   
0.608918     0.994755     -0.011059    0.007089     -0.101441    -0.188958    -1.734588    -0.448738    1.332328     -0.648535    0.246980     -1.469313    0.559164     -1.269483    -0.547924    -0.090417   
0.608372     0.994678     -0.010357    0.007774     -0.102219    -0.192432    -1.704607    -0.444845    1.339043     -0.646487    0.244406     -1.432182    0.548258     -1.258769    -0.545643    -0.087697   
0.607860     0.994604     -0.009648    0.008472     -0.102950    -0.195733    -1.675712    -0.441484    1.344748     -0.644572    0.241856     -1.396051    0.537001     -1.246126    -0.543251    -0.085235   
0.607387     0.994533     -0.008937    0.009177     -0.103629    -0.198859    -1.648023    -0.438670    1.349520     -0.642858    0.239409     -1.361138    0.525494     -1.231888    -0.540793    -0.083070   
0.606957     0.994468     -0.008230    0.009883     -0.104251    -0.201807    -1.621671    -0.436409    1.353489     -0.641398    0.237126     -1.327668    0.513853     -1.216458    -0.538319    -0.081239   
0.606576     0.994407     -0.007533    0.010583     -0.104809    -0.204574    -1.596787    -0.434691    1.356781     -0.640226    0.235070     -1.295857    0.502209     -1.200261    -0.535880    -0.079767   
0.606247     0.994353     -0.006854    0.011269     -0.105298    -0.207158    -1.573504    -0.433500    1.359539     -0.639369    0.233296     -1.265913    0.490704     -1.183744    -0.533527    -0.078670   
0.605973     0.994306     -0.006199    0.011934     -0.105713    -0.209555    -1.551954    -0.432808    1.361906     -0.638834    0.231842     -1.238031    0.479485     -1.167340    -0.531301    -0.077962   
0.605760     0.994266     -0.005573    0.012571     -0.106048    -0.211764    -1.532265    -0.432581    1.364016     -0.638618    0.230742     -1.212387    0.468704     -1.151457    -0.529237    -0.077635   
0.605609     0.994234     -0.004984    0.013172     -0.106299    -0.213781    -1.514553    -0.432782    1.365979     -0.638707    0.230007     -1.189140    0.458505     -1.136463    -0.527355    -0.077670   
0.605523     0.994212     -0.004435    0.013732     -0.106461    -0.215600    -1.498927    -0.433366    1.367894     -0.639076    0.229634     -1.168421    0.449030     -1.122663    -0.525670    -0.078034   
0.605504     0.994200     -0.003933    0.014243     -0.106530    -0.217217    -1.485482    -0.434291    1.369817     -0.639693    0.229600     -1.150345    0.440409     -1.110312    -0.524184    -0.078669   
0.605554     0.994198     -0.003481    0.014699     -0.106504    -0.218624    -1.474299    -0.435515    1.371795     -0.640519    0.229862     -1.134995    0.432755     -1.099572    -0.522896    -0.079508   
0.605674     0.994206     -0.003084    0.015095     -0.106377    -0.219818    -1.465439    -0.436994    1.373825     -0.641509    0.230364     -1.122436    0.426167     -1.090575    -0.521795    -0.080472   
0.605864     0.994227     -0.002743    0.015427     -0.106150    -0.220789    -1.458950    -0.438692    1.375902     -0.642614    0.231031     -1.112706    0.420723     -1.083360    -0.520876    -0.081470   
0.606122     0.994259     -0.002461    0.015689     -0.105819    -0.221532    -1.454857    -0.440574    1.377983     -0.643781    0.231772     -1.105826    0.416484     -1.077948    -0.520124    -0.082399   
0.606450     0.994303     -0.002238    0.015880     -0.105382    -0.222040    -1.453171    -0.442609    1.380018     -0.644955    0.232497     -1.101793    0.413487     -1.074301    -0.519529    -0.083162   
0.606843     0.994359     -0.002076    0.015998     -0.104836    -0.222306    -1.453883    -0.444773    1.381948     -0.646079    0.233118     -1.100587    0.411746     -1.072351    -0.519078    -0.083660   
0.607300     0.994427     -0.001973    0.016041     -0.104181    -0.222328    -1.456967    -0.447044    1.383705     -0.647095    0.233548     -1.102175    0.411258     -1.072025    -0.518758    -0.083797   
0.607818     0.994508     -0.001929    0.016009     -0.103413    -0.222099    -1.462379    -0.449405    1.385231     -0.647944    0.233714     -1.106506    0.411996     -1.073232    -0.518555    -0.083489   
0.608393     0.994601     -0.001942    0.015904     -0.102533    -0.221617    -1.470063    -0.451844    1.386468     -0.648569    0.233559     -1.113521    0.413915     -1.075884    -0.518452    -0.082666   
0.609020     0.994705     -0.002007    0.015726     -0.101537    -0.220883    -1.479945    -0.454353    1.387362     -0.648914    0.233043     -1.123146    0.416949     -1.079891    -0.518431    -0.081278   
0.609695     0.994822     -0.002123    0.015481     -0.100425    -0.219892    -1.491942    -0.456927    1.387881     -0.648927    0.232158     -1.135296    0.421017     -1.085168    -0.518469    -0.079292   
0.610411     0.994950     -0.002284    0.015171     -0.099194    -0.218652    -1.505960    -0.459562    1.388000     -0.648556    0.230907     -1.149881    0.426025     -1.091646    -0.518542    -0.076701   
0.611164     0.995089     -0.002487    0.014801     -0.097844    -0.217164    -1.521899    -0.462260    1.387712     -0.647756    0.229323     -1.166801    0.431863     -1.099255    -0.518624    -0.073518   
0.611947     0.995238     -0.002725    0.014377     -0.096371    -0.215434    -1.539647    -0.465022    1.387015     -0.646485    0.227454     -1.185947    0.438413     -1.107933    -0.518688    -0.069791   
0.612753     0.995397     -0.002995    0.013905     -0.094777    -0.213470    -1.559092    -0.467848    1.385921     -0.644709    0.225370     -1.207201    0.445551     -1.117615    -0.518705    -0.065579   
0.613576     0.995565     -0.003288    0.013392     -0.093058    -0.211285    -1.580121    -0.470738    1.384465     -0.642396    0.223142     -1.230441    0.453153     -1.128238    -0.518648    -0.060964   
0.614410     0.995742     -0.003600    0.012844     -0.091213    -0.208887    -1.602616    -0.473699    1.382672     -0.639526    0.220858     -1.255536    0.461089     -1.139735    -0.518493    -0.056054   
0.615248     0.995927     -0.003924    0.012269     -0.089243    -0.206295    -1.626462    -0.476728    1.380586     -0.636087    0.218607     -1.282350    0.469236     -1.152032    -0.518217    -0.050963   
0.616083     0.996118     -0.004253    0.011673     -0.087147    -0.203519    -1.651548    -0.479823    1.378260     -0.632072    0.216474     -1.310743    0.477475     -1.165052    -0.517798    -0.045815   
0.616910     0.996316     -0.004583    0.011065     -0.084923    -0.200580    -1.677763    -0.482984    1.375740     -0.627488    0.214540     -1.340568    0.485698     -1.178706    -0.517223    -0.040750   
0.617722     0.996518     -0.004905    0.010450     -0.082573    -0.197495    -1.705003    -0.486204    1.373087     -0.622347    0.212881     -1.371682    0.493805     -1.192909    -0.516480    -0.035895   
0.618514     0.996725     -0.005217    0.009836     -0.080096    -0.194283    -1.733167    -0.489476    1.370350     -0.616674    0.211558     -1.403934    0.501708     -1.207557    -0.515561    -0.031389   
0.619280     0.996935     -0.005511    0.009227     -0.077494    -0.190962    -1.762159    -0.492789    1.367586     -0.610502    0.210629     -1.437178    0.509334     -1.222547    -0.514466    -0.027355   
0.620017     0.997147     -0.005781    0.008630     -0.074767    -0.187552    -1.791889    -0.496129    1.364844     -0.603869    0.210126     -1.471269    0.516618     -1.237788    -0.513193    -0.023903   
0.620719     0.997360     -0.006025    0.008049     -0.071919    -0.184071    -1.822270    -0.499476    1.362168     -0.596818    0.210077     -1.506066    0.523515     -1.253177    -0.511748    -0.021128   
0.621384     0.997573     -0.006236    0.007487     -0.068950    -0.180536    -1.853221    -0.502813    1.359585     -0.589399    0.210486     -1.541429    0.529986     -1.268604    -0.510138    -0.019111   
0.622008     0.997784     -0.006411    0.006948     -0.065864    -0.176963    -1.884662    -0.506114    1.357121     -0.581659    0.211348     -1.577230    0.536004     -1.283987    -0.508367    -0.017894   
0.622590     0.997993     -0.006546    0.006434     -0.062664    -0.173368    -1.916515    -0.509353    1.354780     -0.573648    0.212637     -1.613337    0.541554     -1.299218    -0.506442    -0.017504   
0.623127     0.998197     -0.006638    0.005946     -0.059352    -0.169764    -1.948708    -0.512501    1.352558     -0.565413    0.214311     -1.649632    0.546628     -1.314213    -0.504367    -0.017930   
0.623619     0.998397     -0.006686    0.005485     -0.055935    -0.166161    -1.981164    -0.515526    1.350433     -0.557000    0.216323     -1.685998    0.551225     -1.328875    -0.502145    -0.019143   
0.624064     0.998590     -0.006685    0.005052     -0.052415    -0.162568    -2.013811    -0.518399    1.348371     -0.548452    0.218612     -1.722325    0.555350     -1.343118    -0.499775    -0.021072   
0.624463     0.998776     -0.006636    0.004645     -0.048799    -0.158995    -2.046576    -0.521084    1.346333     -0.539811    0.221122     -1.758509    0.559014     -1.356851    -0.497253    -0.023634   
0.624817     0.998952     -0.006537    0.004265     -0.045090    -0.155444    -2.079380    -0.523556    1.344253     -0.531120    0.223806     -1.794451    0.562232     -1.369994    -0.494574    -0.026718   
0.625127     0.999119     -0.006388    0.003909     -0.041295    -0.151918    -2.112146    -0.525783    1.342076     -0.522422    0.226628     -1.830056    0.565022     -1.382457    -0.491731    -0.030207   
0.625394     0.999274     -0.006188    0.003577     -0.037420    -0.148420    -2.144796    -0.527740    1.339731     -0.513757    0.229567     -1.865232    0.567405     -1.394163    -0.488717    -0.033973   
0.625619     0.999417     -0.005938    0.003266     -0.033473    -0.144947    -2.177247    -0.529402    1.337149     -0.505169    0.232630     -1.899892    0.569409     -1.405032    -0.485527    -0.037900   
0.625806     0.999546     -0.005640    0.002975     -0.029458    -0.141497    -2.209417    -0.530750    1.334260     -0.496700    0.235840     -1.933958    0.571061     -1.415004    -0.482157    -0.041881   
0.625957     0.999660     -0.005294    0.002702     -0.025384    -0.138070    -2.241218    -0.531768    1.330992     -0.488394    0.239234     -1.967348    0.572394     -1.424011    -0.478608    -0.045827   
0.626074     0.999759     -0.004903    0.002446     -0.021258    -0.134658    -2.272570    -0.532446    1.327294     -0.480291    0.242860     -1.999989    0.573445     -1.432011    -0.474890    -0.049665   
0.626160     0.999842     -0.004469    0.002204     -0.017087    -0.131260    -2.303382    -0.532776    1.323105     -0.472434    0.246777     -2.031813    0.574251     -1.438963    -0.471014    -0.053345   
0.626218     0.999907     -0.003994    0.001975     -0.012878    -0.127870    -2.333570    -0.532759    1.318393     -0.464860    0.251038     -2.062756    0.574853     -1.444849    -0.466997    -0.056833   
0.626251     0.999955     -0.003483    0.001759     -0.008641    -0.124484    -2.363051    -0.532395    1.313128     -0.457606    0.255697     -2.092760    0.575297     -1.449667    -0.462865    -0.060122   
0.626262     0.999985     -0.002938    0.001552     -0.004382    -0.121097    -2.391742    -0.531698    1.307311     -0.450706    0.260784     -2.121775    0.575625     -1.453440    -0.458646    -0.063214   
